"","artist","genre","museums","born","firstName","nationality","medium","century"
"1876","Berthe Morisot","Impressionist","Art Institute of Chicago, Dallas Museum of Art, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Musée d'Orsay, Musée d'Orsay, Musée d'Orsay, Museum of Fine Arts, National Galleries of Scotland, National Gallery, National Gallery of Art, Norton Simon Museum, Réunion des Musées Nationaux, Tate Gallery, The Royal Collection, Amgueddfa Cymru - National Museum Wales, Brooklyn Museum, Carleton University Art Gallery, Charleston, the country home of the Bloomsbury Group, Clark Art Institute, Cleveland Museum of Art, Courtauld Institute of Art, Currier Gallery of Art, Dublin City Gallery | The Hugh Lane, E.G. Bührle Collection, Harvard University Art Museums, Hood Museum of Art, Indianapolis Museum of Art, Minneapolis Institute of Arts, Musée des Augustins, Musée Marmottan Monet, Musée Marmottan Monet, Museo Nacional de Bellas Artes, Museum of Fine Arts, National Museum of Women in the Arts, New Carlsberg Glyptotek, North Carolina Museum of Art, Philadelphia Museum of Art, Philadelphia Museum of Art, Princeton University Art Museum, Seattle Art Museum, Smart Museum of Art at the University of Chicago, Statens Museum for Kunst (National Gallery of Denmark), The Essence of Line: French Drawings from Ingres to Degas, The Ordrupgaard Collection, Thyssen-Bornemisza Museum, Valtion Taidemuseo (Finnish National Gallery), Wallraf-Richartz-Museum, Joconde Database of French Museum Collections",1841,"Berthe","French","Painter",18
"1877","Giovan Maria Morlaiter","Rococo Era","Unknown",1699,"Giovan","Italian","Sculptor",16
"1878","Malcolm Morley","Photorealist","Dallas Museum of Art, Detroit Institute of Arts, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, National Gallery of Australia, Tate Gallery, Tate Gallery, Addison Gallery of American Art, Akron Art Museum, Albright-Knox Art Gallery, Broad Art Foundation, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Ludwig Museum of Contemporary Art, Mildred Lane Kemper Art Museum, Museum of Contemporary Art, Museum of the National Academy of Design, National Gallery of Art, Orlando Museum of Art, Orlando Museum of Art, Orlando Museum of Art, Seavest Collection of Contemporary American Realism, Seavest Collection of Contemporary American Realism, Wichita Art Museum",1931,"Malcolm","British","Painter",19
"1879","Giovanni Battista Moroni","Mannerist","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Hermitage Museum, Kress Foundation Collection, Kunsthistorisches Museum, Kunsthistorisches Museum Databank, Liechtenstein Museum, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, National Galleries of Scotland, National Gallery, National Gallery of Art, National Gallery of Canada, Norton Simon Museum, Prado Museum Database, Rijksmuseum, Smithsonian American Art Museum, Ashmolean Museum at the University of Oxford, Cleveland Museum of Art, Courtauld Institute of Art, Harvard University Art Museums, Museo Poldi Pezzoli, National Gallery of Australia, National Gallery of Australia, Philadelphia Museum of Art, Ringling Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Studio Esseci, The Walters Art Museum, Virtual Uffizi, Vizcaya Museum and Gardens, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1520,"Giovanni","Italian","Painter",15
"1880","Hishikawa Moronobu","Ukiyo-e","Art Institute of Chicago, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, Museum of Fine Arts, Tokyo National Museum, Tokyo National Museum, Cleveland Museum of Art, Harvard University Art Museums, Indianapolis Museum of Art, Philadelphia Museum of Art, Ruth Chandler Williamson Gallery at Scripps College, San Diego Museum of Art, The British Museum, Tikotin Museum of Japanese Art",1618,"Hishikawa","Japanese","Painter",16
"1881",NA,"Pre-Raphaelite","Art Institute of Chicago, Birmingham Museums & Art Gallery, William Morris at the Detroit Institute of Arts, Fine Arts Museums of San Francisco, Fitzwilliam Museum PHAROS Website, Metropolitan Museum of Art, Musée d'Orsay, Museum of Fine Arts, Museum of Fine Arts, Museum of Modern Art, National Gallery of Art, Réunion des Musées Nationaux, Smithsonian American Art Museum, Tate Gallery, Victoria and Albert Museum Catalogue, William Morris Gallery, Art Gallery of Greater Victoria, Art Gallery of South Australia, Cheltenham Art Gallery and Museum, Cincinnati Art Museum, Cleveland Museum of Art, Courtauld Institute of Art, Dayton Art Institute, Delaware Art Museum, Harvard University Art Museums, Indianapolis Museum of Art, Los Angeles County Museum of Art, Minneapolis Institute of Arts, Museum fur Kunst und Gewerbe, Philadelphia Museum of Art, Philadelphia Museum of Art, Pre-Raphaelite Photographs Exhibition, The Huntington Library, The Ransom Center at the University of Texas, Tullie House Museum & Art Gallery, Whitworth Art Gallery, Yale Center for British Art, Art Fund for UK Museums",1834,"5849","English","Designer",18
"1882","Robert Morris","Minimalist","Art Institute of Chicago, Dallas Museum of Art, Guggenheim Museum, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, National Gallery of Australia, Norton Simon Museum, Smithsonian American Art Museum, Tate Gallery, Whitney Museum of American Art, Yale University Art Gallery, Akron Art Museum, Allen Art Museum at Oberlin College, Allen Art Museum at Oberlin College, Block Museum of Art at Northwestern University, Bowdoin College Museum of Art, Bowdoin College Museum of Art, Canton Museum of Art, Cleveland Museum of Art, Fotomuseum Winterthur, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Los Angeles County Museum of Art, Mildred Lane Kemper Art Museum, Musee d'Art Contemporain de Lyon, Museo di arte moderna e contemporanea di Trento e Rovereto (MART), Museum of Contemporary Art, North Carolina Museum of Art, Philadelphia Museum of Art, Princeton University Art Museum, Serralves Foundation Museum of Contemporary Art, Smart Museum of Art at the University of Chicago, Walker Art Center, Wexner Center for the Arts at Ohio State University, Smithsonian American Art Museum National Art Inventories",1931,"Robert","American","Painter",19
"1883","George Morrison","Abstract Expressionist","National Museum of the American Indian, Smithsonian American Art Museum, Joslyn Art Museum, Minneapolis Institute of Arts, Minnesota Museum of American Art, Plains Art Museum, Tweed Museum of Art at the University of Minnesota, US National Archives, Smithsonian American Art Museum National Art Inventories",1919,"George","American","Painter",19
"1884","Jacob van Moscher","Baroque Era","Dulwich Picture Gallery, Rijksmuseum Twenthe",1615,"Jacob","Dutch","Painter",16
"1885","John Hamilton Mortimer","Neoclassical","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Louvre Museum Database, Metropolitan Museum of Art, National Gallery of Art, Rijksmuseum, Royal Academy of Arts Collection, Tate Gallery, Art Gallery of Greater Victoria, Cleveland Museum of Art, Courtauld Institute of Art, Harvard University Art Museums, Hunterian Museum and Art Gallery, National Library of Australia, National Portrait Gallery, Norwich Museums, Philadelphia Museum of Art, San Diego Museum of Art, Statens Museum for Kunst (National Gallery of Denmark), The Huntington Library, Art Fund for UK Museums, D'Outre Manche Database of British Art in French Public Collections, Joconde Database of French Museum Collections",1740,"John","British","Painter",17
"1886","Robert Moskowitz","Minimalist","Dallas Museum of Art, Fine Arts Museums of San Francisco, Museum of Modern Art, National Gallery of Art, Smithsonian American Art Museum, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Orlando Museum of Art, Philadelphia Museum of Art, Princeton University Art Museum, Seattle Art Museum, The Renaissance Society at The University of Chicago",1935,"Robert","American","Painter",19
"1887","Gustave Adolphe Mossa","Symbolist","Minneapolis Institute of Arts",1883,"Gustave","French","Painter",18
"1888","Grandma Moses","Folk","Art Institute of Chicago, Fine Arts Museums of San Francisco, The Phillips Collection, Bennington Museum, Brooklyn Museum, Brooklyn Museum/Luce Center for American Art, Figge Art Museum, Hirshhorn Museum and Sculpture Garden, Lauren Rogers Museum of Art, Maier Museum of Art at Randolph-Macon Woman's College, Memorial Art Gallery of the University of Rochester, National Museum of Women in the Arts, Phoenix Art Museum, San Diego Museum of Art, University of Iowa Museum of Art",1860,"Grandma","American","Painter",18
"1889","Victor Mottez","Academic","Louvre Museum Graphic Art Database, Palais des Beaux-Arts de Lille, Joconde Database of French Museum Collections",1809,"Victor","French","Painter",18
"1890","Gillis Mostaert","Northern Renaissance","Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, National Gallery of Art, Rijksmuseum, Haggerty Museum of Art at Marquette University, National Museum in Warsaw, Royal Museums of Fine Arts of Belgium Catalogue, Statens Museum for Kunst (National Gallery of Denmark), Flemish Art Collection Database",1534,"Gillis","Flemish","Painter",15
"1891","Jan Mostaert","Northern Renaissance","Mauritshuis Royal Picture Gallery, Metropolitan Museum of Art, National Gallery, Prado Museum Database, Rijksmuseum, National Museums Liverpool, Philadelphia Museum of Art, Rijksmuseum Twenthe, Royal Museums of Fine Arts of Belgium Catalogue, Saint Louis Art Museum, Statens Museum for Kunst (National Gallery of Denmark), The Jewish Museum, Thyssen-Bornemisza Museum, Flemish Art Collection Database, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE), Smithsonian American Art Museum National Art Inventories",1472,"Jan","Netherlandish","Painter",14
"1892","Archibald Motley","Harlem Renaissance","Art Institute of Chicago, Ackland Art Museum at the University of North Carolina, Howard University Art Collection, Terra Foundation for American Art",1891,"Archibald","American","Painter",18
"1893","Robert Motherwell","Abstract Expressionist","Art Institute of Chicago, Dallas Museum of Art, Fine Arts Museums of San Francisco, Guggenheim Bilbao, Guggenheim Museum, J. Paul Getty Museum, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Modern Art, National Galleries of Scotland, National Gallery of Art, National Gallery of Australia, National Gallery of Australia, Peggy Guggenheim Collection, San Francisco Museum of Modern Art, Smithsonian American Art Museum, Tate Gallery, The Phillips Collection, Akron Art Museum, Albright-Knox Art Gallery, Art Collection of the Biblioteca Luis Ángel Arango, Ball State Museum of Art, Canton Museum of Art, Canton Museum of Art, Cleveland Museum of Art, Columbia Museum of Art, Currier Gallery of Art, Dalhousie University Art Gallery, David Winton Bell Gallery at Brown University, Delaware Art Museum, Figge Art Museum, Hammer Museum, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Hofstra University Museum, Indianapolis Museum of Art, Kemper Museum of Contemporary Art, Kresge Art Museum at Michigan State University, Kunstmuseum Basel, Lauren Rogers Museum of Art, Los Angeles County Museum of Art, Mattatuck Museum, Mildred Lane Kemper Art Museum, Modern Art Museum of Fort Worth, Museu d'Art Contemporani de Barcelona, Museum of the National Academy of Design, National Gallery of Art, North Carolina Museum of Art, Norton Museum of Art, Oklahoma City Museum of Art, Orlando Museum of Art, Orlando Museum of Art, Palm Springs Desert Museum, Pennsylvania Academy of the Fine Arts, Philadelphia Museum of Art, Princeton University Art Museum, Reina Sofía National Museum, San Diego Museum of Art, Sheldon Museum of Art, Smith College Museum of Art, Spencer Museum of Art at the University of Kansas, The Huntington Library, Tweed Museum of Art at the University of Minnesota, Ulrich Museum of Art at Wichita State University, University of Iowa Museum of Art, University of South Florida Contemporary Art Museum, Walker Art Center, Walker Art Center, Wichita Art Museum",1915,"Robert","American","Painter",19
"1894","Frédéric de Moucheron","Baroque Era","J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, National Gallery, National Gallery of Art, Rijksmuseum, Irkutsk Regional Art Museum, Museum der Bildenden Künste, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, Art Fund for UK Museums, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1633,"Frédéric","Dutch","Painter",16
"1895","Isaac de Moucheron","Baroque Era","Fine Arts Museums of San Francisco, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , National Gallery of Art, Rijksmuseum, Cleveland Museum of Art, Courtauld Institute of Art, Harvard University Art Museums, Johnson Museum of Art at Cornell University, Mildred Lane Kemper Art Museum, Museum der Bildenden Künste, Norwich Museums, Philadelphia Museum of Art, Rijksmuseum Twenthe, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, Art Fund for UK Museums, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1667,"Isaac","Dutch","Painter",16
"1896","Alphonse Mucha","Art Nouveau","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , Mucha Museum, Musée d'Orsay, Musée d'Orsay, Musée d'Orsay, Museum of Fine Arts, Museum of Modern Art, National Galleries of Scotland, National Gallery of Art, National Gallery of Art, Réunion des Musées Nationaux, San Francisco Museum of Modern Art, Akron Art Museum, Art Gallery of New South Wales, Block Museum of Art at Northwestern University, Cleveland Museum of Art, Los Angeles County Museum of Art, MacKenzie Art Gallery, Mildred Lane Kemper Art Museum, Minneapolis Institute of Arts, Musée de la Publicité (Museum of Advertising), Museum Villa Stuck, National Museum of Modern Art, National Museum of Modern Art, National Museum of Modern Art, Philadelphia Museum of Art, Royal Albert Memorial Museum and Art Gallery, Sainsbury Centre for Visual Arts, San Diego Museum of Art, The Albertina Graphic Art Databank, The Jewish Museum, University of Delaware Library, Virginia Museum of Fine Arts, Virginia Museum of Fine Arts, Wadsworth Atheneum Museum of Art, Wichita Art Museum, Worcester Art Museum",1860,"Alphonse","Czech","Printmaker",18
