"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"17158","2013/2014",20,"Scotland","Scotland Premier League","Motherwell","St.Johnstone","H",1.55758237917126
"17159","2013/2014",21,"Scotland","Scotland Premier League","Dundee United","Hibernian","D",1.50649647944169
"17160","2013/2014",21,"Scotland","Scotland Premier League","Hearts","Partick Thistle","A",1.56108242823767
"17161","2013/2014",21,"Scotland","Scotland Premier League","Kilmarnock","Aberdeen","A",1.49258658541603
"17162","2013/2014",21,"Scotland","Scotland Premier League","Motherwell","Inverness","H",1.53585699811144
"17163","2013/2014",21,"Scotland","Scotland Premier League","Ross County","St.Johnstone","H",1.5594892437205
"17164","2013/2014",21,"Scotland","Scotland Premier League","St. Mirren","Celtic","A",1.09586712512953
"17165","2013/2014",22,"Scotland","Scotland Premier League","Aberdeen","Hibernian","H",1.47036154276311
"17166","2013/2014",22,"Scotland","Scotland Premier League","Celtic","Kilmarnock","H",0.917722908072553
"17167","2013/2014",22,"Scotland","Scotland Premier League","Hearts","Motherwell","A",1.25228264202477
"17168","2013/2014",22,"Scotland","Scotland Premier League","Inverness","Dundee United","D",1.56978154523641
"17169","2013/2014",22,"Scotland","Scotland Premier League","Partick Thistle","Ross County","D",1.54105246894714
"17170","2013/2014",22,"Scotland","Scotland Premier League","St.Johnstone","St. Mirren","H",1.48691119118745
"17171","2013/2014",23,"Scotland","Scotland Premier League","Aberdeen","Inverness","A",1.50107454066377
"17172","2013/2014",23,"Scotland","Scotland Premier League","Celtic","Motherwell","H",1.14779397584858
"17173","2013/2014",23,"Scotland","Scotland Premier League","Hibernian","St. Mirren","A",1.47212398591175
"17174","2013/2014",23,"Scotland","Scotland Premier League","Partick Thistle","Kilmarnock","D",1.56732834569331
"17175","2013/2014",23,"Scotland","Scotland Premier League","Ross County","Dundee United","H",1.54257587679842
"17176","2013/2014",23,"Scotland","Scotland Premier League","St.Johnstone","Hearts","D",1.17869210894521
"17177","2013/2014",24,"Scotland","Scotland Premier League","Dundee United","St.Johnstone","A",1.49255031179079
"17178","2013/2014",24,"Scotland","Scotland Premier League","Hibernian","Celtic","A",1.17689741220915
"17179","2013/2014",24,"Scotland","Scotland Premier League","Kilmarnock","Inverness","H",1.56253680858938
"17180","2013/2014",24,"Scotland","Scotland Premier League","Motherwell","Aberdeen","D",1.57164262588891
"17181","2013/2014",24,"Scotland","Scotland Premier League","Ross County","Hearts","A",1.3802211230165
"17182","2013/2014",24,"Scotland","Scotland Premier League","St. Mirren","Partick Thistle","D",1.56981531596882
"17183","2013/2014",25,"Scotland","Scotland Premier League","Aberdeen","Celtic","H",1.34648151268145
"17184","2013/2014",25,"Scotland","Scotland Premier League","Hearts","St. Mirren","H",1.56064036893912
"17185","2013/2014",25,"Scotland","Scotland Premier League","Inverness","Hibernian","D",1.54640656072796
"17186","2013/2014",25,"Scotland","Scotland Premier League","Kilmarnock","Ross County","D",1.56281736428609
"17187","2013/2014",25,"Scotland","Scotland Premier League","Partick Thistle","Dundee United","D",1.54541197286128
"17188","2013/2014",25,"Scotland","Scotland Premier League","St.Johnstone","Motherwell","H",1.56882249245476
"17189","2013/2014",26,"Scotland","Scotland Premier League","Celtic","St.Johnstone","H",1.04110088677645
"17190","2013/2014",26,"Scotland","Scotland Premier League","Dundee United","Kilmarnock","H",1.42313549210847
"17191","2013/2014",26,"Scotland","Scotland Premier League","Hibernian","Ross County","H",1.51114402843974
"17192","2013/2014",26,"Scotland","Scotland Premier League","Inverness","Hearts","D",1.25699671973119
"17193","2013/2014",26,"Scotland","Scotland Premier League","Motherwell","Partick Thistle","H",1.48523809763292
"17194","2013/2014",26,"Scotland","Scotland Premier League","St. Mirren","Aberdeen","A",1.39426153316449
"17195","2013/2014",27,"Scotland","Scotland Premier League","Dundee United","Motherwell","H",1.50105642138615
"17196","2013/2014",27,"Scotland","Scotland Premier League","Hearts","Celtic","A",0.92506573323784
"17197","2013/2014",27,"Scotland","Scotland Premier League","Kilmarnock","Hibernian","D",1.57057539547442
"17198","2013/2014",27,"Scotland","Scotland Premier League","Partick Thistle","Aberdeen","H",1.44746447561561
"17199","2013/2014",27,"Scotland","Scotland Premier League","Ross County","St. Mirren","H",1.55500635289401
"17200","2013/2014",27,"Scotland","Scotland Premier League","St.Johnstone","Inverness","A",1.5702475844417
"17201","2013/2014",28,"Scotland","Scotland Premier League","Aberdeen","St.Johnstone","H",1.45257314892739
